orf_id,st1_200m.x,st1_400m.x,st1_50m.x,st1_90m.x,st1_120m.x,st1_300m.x,st3_40m.x,st3_60m.x,st3_120m.x,st3_150m.x,st3_200m.x,st3_250m.x,st3_300m.x,st3_400m.x,st3_500m.x,st3_550m.x,st3_600m.x,st3_800m.x,st5_20m.x,st5_80m.x,st5_120m.x,st5_200m.x,st5_50m.x,st5_300m.x,st5_400m.x,st5_500m.x,st5_600m.x,st6_40m.x,st6_80m.x,st6_200m.x,st8_40m.x,st8_70m.x,st8_200m.x,st9_40m.x,st9_70m.x,st9_380m.x,st12_40m.x,st12_120m.x,st12_300m.x,st12_1900m.x,contig_length,orf_length,kegg_hit,kegg_desc,kegg_pathway,KO,KO_desc,KO_pathway,EC,GO_terms,uniprot,KOG_id,KOG_desc,KOG_class,KOG_group,best_hit,best_hit_percent_identity,best_hit_annotation,best_hit_GOS_core_cluster,best_hit_species,best_hit_taxon_id,domain,group,group_reads,group_orfs,best_LPI,hits_top,hits_unique,best_tax_string,PFams,PFams_desc,TIGRFams,TIGRFams_desc,transporter_family,transporter_substrate,transporter_evidence,transmembrane_domains
contig_1178897_1_701_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.635526338,3.347252199,4.376705628,0,6.303470795,0,0,0,1.026713674,1.056220883,0,0,1.246113276,2.591222077,0,1.091221614,0,0,1.041366278,0,0,942,701,,,,,,,,,,,,,,CAMPEP_0199177914-CAMNT_0044905259,44,TIGR02168: SMC_prok_B: chromosome segregation protein SMC,,"Scrippsiella hangoei-like, Strain SHHI-4",447022,Eukaryota,Dinophyta,43183874,207602,0.9382,15,6,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Scrippsiella;Scrippsiella hangoei-like, Strain SHHI-4",,,,,,,NA,0
contig_1178959_48_881_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294471736,0,0.675502973,0,0.523696287,0,0,0.45860093,0,0,0,0,0,1961,834,,,,,,,,,,,,,,CAMPEP_0200766778-CAMNT_0046919389,58,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.965,13,5,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1179736_1_915_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.297170926,0.626504898,0,0,2.356598411,0,0,0,0,0.393293052,1.21378826,0.61570435,1.116448673,1.909345151,0,0,1.672013883,0,0,1.595623521,0,0,1840,915,,,,,,,,,,,,,,CAMPEP_0197622454-CAMNT_0043192187,40,,,Pelagodinium beii,43686,Eukaryota,Dinophyta,43183874,207602,1,4,1,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Suessiales;Pelagodinium;Pelagodinium beii,,,,,,,NA,5
contig_1181766_34_1184_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.241599833,0,0,0,0,0.489460886,0,0,0,0,0,0,0,0,0,0,1185,1151,,,,,,,,,,,,,,CAMPEP_0189646946-CAMNT_0033313363,48,TIGR02168: SMC_prok_B: chromosome segregation protein SMC,,Kryptoperidinium foliaceum CCMP1326,-311230,Eukaryota,Dinophyta,43183874,207602,0.8521,19,13,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Amphidinium;Amphidinium massartii,,,,,,,NA,0
contig_1186536_1019_1639_+,0,0,0,1.55692922,3.841753769,0,0,0,1.615177799,0,0,0,0,0,0,0,0,0,0.955645248,2.769333245,0,0,0,0,0,0,0,2.317959051,2.38457597,0,1.645008914,1.406643167,0,0,2.463595334,0,0,0,0,0,1724,621,,,,,,,,,,,,,,CAMPEP_0200847792-CAMNT_0047021649,51,TIGR02168: SMC_prok_B: chromosome segregation protein SMC,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.9796,22,2,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1187103_1885_2589_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858840036,0,0,0,0,0,0,0,3287,705,,,,,,,,,,,,,,CAMPEP_0189002078-CAMNT_0032504353,45,PF05548.6: Gametolysin peptidase M11,,Karenia brevis CCMP2229,-311225,Eukaryota,Dinophyta,43183874,207602,0.9655,4,4,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis CCMP2229,,,,,,,NA,0
contig_1187103_998_1882_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.103695012,0,0,0,0,3287,885,,,,,,,,,,,,,,CAMPEP_0189494800-CAMNT_0033131951,55,,,Karenia brevis Wilson,-311228,Eukaryota,Dinophyta,43183874,207602,0.9803,7,4,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis SP3,PF05548||_GAP_,Gametolysin peptidase M11||_GAP_,,,,,NA,0
contig_1194122_1_949_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.164049797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,949,,,,,,,,,,,,,,CAMPEP_0171057040-CAMNT_0011512085,45,,,Gambierdiscus australes,439317,Eukaryota,Dinophyta,43183874,207602,0.9094,13,8,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Alexandrium;Alexandrium catenella, Strain OF101",,,,,,,NA,0
contig_120205_52_554_+,0,0,0,1.922173053,4.74300018,0,0,0,0,0,0,0,5.068309456,0,0,0,0,0,0,0,0,0,0,0,5.682232239,4.11465706,4.752321198,0.715433683,0,2.240037693,0,0,1.203741998,0,0.760384047,0,0,2.90257559,0,0,554,503,,,,,,,,3924,,KOG1376,Alpha tubulin,Cytoskeleton ,CELLULAR PROCESSES AND SIGNALING,CAMPEP_0190305602-CAMNT_0034038891,92,"PF00091.20: Tubulin/FtsZ family, GTPase domain PF03953.12:  Tubulin C-terminal domain",,Oxyrrhis marina,2969,Eukaryota,Dinophyta,43183874,207602,0.8545,66,28,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",PF00091||_GAP_||PF03953,"Tubulin/FtsZ family, GTPase domain||_GAP_||Tubulin C-terminal domain",,,,,NA,0
contig_1202225_974_1487_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720244007,0,0,0.849732886,0,0,1.488222474,0,0,0,0,0,1488,514,,,,,,,,,,,,,,CAMPEP_0199483092-CAMNT_0045307221,39,,,"Ceratium fusus, Strain PA161109",2916,Eukaryota,Dinophyta,43183874,207602,1,1,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Ceratium;Ceratium fusus, Strain PA161109",,,,,,,NA,0
contig_1203104_1_1024_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35142885,0.36152873,0,0,0.853052155,0,0,0,0,0,0,0,0,1583,1024,,,,,,,,,,,,,,CAMPEP_0117056944-CAMNT_0004773601,49,,,Tiarina fusa,693140,Eukaryota,Dinophyta,43183874,207602,0.8975,14,7,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Scrippsiella;Scrippsiella hangoei SHTV5,,,,,,,NA,0
contig_1206176_3208_4023_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882017507,0.453683112,0,0.625950083,0,0,0,0,0,0,0,0,0,4432,816,,,,,,,,0004427||0009678||0015992||0016020,,,,,,CAMPEP_0192110104-CAMNT_0036214789,87,TIGR01104: V_PPase: V-type H(+)-translocating pyrophosphatase PF03030.11:  Inorganic H+ pyrophosphatase,,Scrippsiella trochoidea CCMP3099,71861,Eukaryota,Dinophyta,43183874,207602,0.8407,41,20,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Heterocapsa;Heterocapsa rotundata, Strain SCCAP K-0483",PF03030,Inorganic H+ pyrophosphatase,,,H+-PPase,,2,2
contig_1206552_2085_3183_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32744599,0.336856615,0,0.464763665,0,0,0,0.348019268,0,0,0,0,0,3186,1099,,,,,,,,,,,,,,CAMPEP_0200804694-CAMNT_0046964483,41,PF07691.7: PA14 domain PF00084.15:  Sushi domain (SCR repeat),,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,1,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",_GAP_||PF00084||_GAP_,_GAP_||Sushi domain (SCR repeat)||_GAP_,,,,,NA,0
contig_1210867_101_1048_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604696183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2161,948,,,,,,,,,,,,,,CAMPEP_0199771970-CAMNT_0045649357,53,,,"Pseudo-nitzschia fraudulenta, Strain WWA7",183588,Eukaryota,Dinophyta,43183874,207602,0.8845,14,11,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Protoceratium;Protoceratium reticulatum, Strain CCCM 535 (=CCMP 1889)",,,,,,,NA,0
contig_1210999_1_756_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800902414,0,0.505916899,0,0,0,0,0,756,756,,,,,,,,,,,,,,CAMPEP_0200811738-CAMNT_0046973011,78,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.9474,15,7,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1212756_947_1363_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862981158,0.88778278,1.351005947,1.224880738,1.047392574,1.451995744,0,0,0,0,0,0,0,1522,417,,,,,,,,,,,,,,CAMPEP_0171168444-CAMNT_0011633281,41,,,"Alexandrium catenella, Strain OF101",2925,Eukaryota,Dinophyta,43183874,207602,0.9006,24,12,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis CCMP2229,,,,,,,NA,0
contig_1212828_58_930_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679788887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438113603,0,0,0,0,0,3514,873,,,,,,,,,,,,,,CAMPEP_0189631954-CAMNT_0033297557,58,,,Kryptoperidinium foliaceum CCMP1326,-311230,Eukaryota,Dinophyta,43183874,207602,0.9507,4,3,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Kryptoperidinium;Kryptoperidinium foliaceum CCMP1326,,,,,,,NA,0
contig_1213213_218_1009_+,0,0,0,0,0,0,0,0,1.266446229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467431085,0,0,0,0,0,0,0,0,0,0,0,2228,792,,,,,,,,,,,,,,CAMPEP_0199926398-CAMNT_0045845981,32,,,"Durinskia baltica, Strain CSIRO CS-38",400756,Eukaryota,Dinophyta,43183874,207602,0.9343,6,5,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Durinskia;Durinskia baltica, Strain CSIRO CS-38",,,,,,,NA,0
contig_1213237_1083_2093_+,0,0,0,0,0,0,0,0,0.992112179,0,0,0,0,0,0,0,0,0,1.173997426,0.567014819,0,0,0.710942152,0,0,1.023576905,1.182204532,0.355947718,0,0,0.505217871,0,0,0,0,0,0,0,0,0,2154,1011,,,,,,,,,,,,,,CAMPEP_0190447636-CAMNT_0034206283,49,,,Oxyrrhis marina LB1974,-311155,Eukaryota,Dinophyta,43183874,207602,0.977,2,2,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Oxyrrhinaceae;Oxyrrhis;Oxyrrhis marina,,,,,,,NA,0
contig_1213587_970_1542_-,0,0,0,0,2.081788037,0,0,0,5.251441954,0,0,0,0,4.936715265,0,0,0,0,0,2.000879517,0,0,0,3.855787983,0,3.611993894,2.0858792,0.628033408,0,0,0,0,0,0,2.00247736,0,5.576917321,2.547985204,0,0,2492,573,,,,,,,,,,,,,,CAMPEP_0200768394-CAMNT_0046921341,54,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.9238,22,12,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1213692_1_434_-,0,0,0,0,0,0,0,0,0,10.8342841,0,0,0,0,0,0,0,0,5.469637775,1.3208571,1.80216881,0,3.312269656,0,0,0,0,2.487533244,4.265039393,6.490431795,2.353803077,2.012731351,6.975601673,0,0,0,0,0,0,0,1065,434,,,,,,,,,,,,,,CAMPEP_0200763100-CAMNT_0046915003,60,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,3,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1213774_1_741_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800884884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,741,,,,,,,,0016491||0050660||0055114,,KOG2495,NADH-dehydrogenase (ubiquinone),Energy production and conversion ,METABOLISM,CAMPEP_0181476804-CAMNT_0023602095,75,PF00070.22: Pyridine nucleotide-disulphide oxidoreductase PF07992.9:  Pyridine nucleotide-disulphide oxidoreductase,,"Symbiodinium, Strain CCMP421",174948,Eukaryota,Dinophyta,43183874,207602,0.8747,49,23,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Scrippsiella;Scrippsiella trochoidea CCMP3099,_GAP_||PF00070||_GAP_,_GAP_||Pyridine nucleotide-disulphide oxidoreductase||_GAP_,,,,,NA,0
contig_1213893_1_998_-,0,0,2.025848778,1.937581254,1.195255055,0,2.258095654,0,2.010070968,1.570500768,0,0,0,0,0,0,0,0,0.594644989,0.574400783,1.567417362,0,2.160608764,0,0,0,0,1.442337245,1.483789256,1.128996954,1.535396596,1.750551917,1.213391233,0,1.916198275,0,1.60098879,1.462921365,0,0,1076,998,,,,,,,,,,,,,,CAMPEP_0190457942-CAMNT_0034217909,46,TIGR02168: SMC_prok_B: chromosome segregation protein SMC,,Oxyrrhis marina LB1974,-311155,Eukaryota,Dinophyta,43183874,207602,0.9232,17,7,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Gymnodinium;Gymnodinium catenatum,,,,,,,NA,0
contig_1214529_1_945_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827662713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772484403,0,0,945,945,,,,,,,,,,,,,,CAMPEP_0189329864-CAMNT_0032909387,43,,,Karenia brevis Wilson,-311228,Eukaryota,Dinophyta,43183874,207602,0.9728,22,4,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis Wilson,,,,,,,NA,0
contig_1214837_1_955_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62141958,1.20052771,0.818996088,0,1.505261813,0,0,0,0,0.75364009,0.387649654,0,0,0,0,0,0,0,0,0,0,0,1324,955,,,,,,,,,,,,,,CAMPEP_0179039802-CAMNT_0020736137,30,,,Pyrodinium bahamense,73915,Eukaryota,Dinophyta,43183874,207602,0.9437,7,4,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Pyrodinium;Pyrodinium bahamense,,,,,,,NA,0
contig_1215593_1_603_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596787965,0.613939336,0,0,0.724316258,0,0,0.634283873,0,0,0,0,0,687,603,,,,,,,,,,,,,,CAMPEP_0190380628-CAMNT_0034131783,34,,,Oxyrrhis marina,2969,Eukaryota,Dinophyta,43183874,207602,0.9295,11,6,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1215908_1167_2000_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.374704992,1.875638523,2.452494521,0,2.649120521,0,0,0,0.431490579,0,0,0.612440369,0,0.725997872,0,0.45860093,0,0,0,0,0,2002,834,,,,,,,,,,,,,,CAMPEP_0179123194-CAMNT_0020821837,51,,,Pyrodinium bahamense,73915,Eukaryota,Dinophyta,43183874,207602,0.8795,16,11,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Heterocapsa;Heterocapsa rotundata, Strain SCCAP K-0483",,,,,,,NA,0
contig_1216078_80_1863_-,0,0,0,0,0,0,0,1.357735407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40919157,0,0,4452,1784,ote:Oter_1689,cell wall surface anchor family protein,,,,,,,B1ZUT9,,,,,CAMPEP_0197708138-CAMNT_0043292067,17,,,Pelagodinium beii,43686,Eukaryota,Dinophyta,43183874,207602,0.9201,2,2,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Amphidinium;Amphidinium carterae, Strain CCMP1314",,,,,,,NA,0
contig_1216293_1_949_+,0,0,0,0,0,0,0,0,0,6.60636361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379202469,0.780201095,2.37458158,0,0.460234672,3.190106562,0,0.403027582,0,0,0,0,0,1127,949,,,,,,,,,,,,,,CAMPEP_0199421954-CAMNT_0045236299,22,,,"Ceratium fusus, Strain PA161109",2916,Eukaryota,Dinophyta,43183874,207602,1,1,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Ceratium;Ceratium fusus, Strain PA161109",,,,,,,NA,1
contig_1217177_295_2096_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199702077,0,0.625271343,0,0,0.672011349,0,0,0,0,0,0,0,2246,1802,,,,,,,,,,,,,,CAMPEP_0200829208-CAMNT_0046996705,59,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,3,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1221276_1_521_+,0,0,0,0,0,0,0,0,3.850385462,0,0,0,0,0,0,0,0,0,1.139070439,3.300875134,3.002461665,0,4.138747689,0,0,0,0,0,1.421134047,2.162646755,0,0.838316129,0,0,2.202340742,0,0,1.401147334,0,0,664,521,,,,,,,,0018298||0030076,,,,,,CAMPEP_0186862974-CAMNT_0029761419,61,PF02429.10: Peridinin-chlorophyll A binding protein,,Azadinium spinosum 3D9,632150,Eukaryota,Dinophyta,43183874,207602,0.8194,7,2,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Azadinium;Azadinium spinosum 3D9,PF02429,Peridinin-chlorophyll A binding protein,,,,,NA,0
contig_1222342_77_767_-,0,0,0,0,0,0,0,0,1.451556314,0,0,0,0,0,0,0,0,0,0,0.829597658,0,0,0,0,0,0,0,1.041572049,0.53575314,0.815295919,0,0,0.876240558,0,0,0,0,0,0,0,767,691,,,,,,,,,,,,,,CAMPEP_0190376208-CAMNT_0034126189,42,TIGR02168: SMC_prok_B: chromosome segregation protein SMC,,Oxyrrhis marina,2969,Eukaryota,Dinophyta,43183874,207602,1,1,1,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Oxyrrhinaceae;Oxyrrhis;Oxyrrhis marina,,,,,,,NA,0
contig_1222473_1117_1824_+,0,0,0,0,0,0,0,0,1.416702561,0,0,0,0,0,0,0,0,0,0.838214264,0.80967794,0,0,0,0,0,0,0,0.508281275,0.52288901,1.591439209,1.442867988,0.616896474,1.710401766,0,0.54021635,2.629618765,0,0,0,0,2329,708,,,,,,,,0000139||0005351||0008643||0016021,,,,,,CAMPEP_0200868238-CAMNT_0047045889,73,PF04142.10: Nucleotide-sugar transporter,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,2,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",PF04142||_GAP_,Nucleotide-sugar transporter||_GAP_,,,DMT,,2,4
contig_1225959_21_986_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593428552,0,0,0,0,0,0,0,0.372529133,0.383235424,0,0,0,1.253586388,0,0.395934964,0,0,0,0,0,2368,966,,,,,,,,,,,,,,CAMPEP_0200766594-CAMNT_0046919165,64,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,9,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1225971_1_574_-,0,0,0,0,0,0,0,0,0,2.730591928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626939273,0,0,0,0,1.054847083,0,0,0,0,0,0,0,1677,574,,,,,,,,,,,,,,CAMPEP_0200861264-CAMNT_0047038771,62,PF01822.14: WSC domain,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,3,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1226491_1018_1773_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.034578391,0,0,0,0,0,0,0,0,0,0,0,0.800902414,0,0,0,0,0,0,0,1821,756,,,,,,,,,,,,,,CAMPEP_0200827930-CAMNT_0046995053,50,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.9606,5,3,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1226573_1_781_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46077227,0.474014622,0,0.654001623,0,0,0,0,0,0,0,0,0,1239,781,,,,,,,,,,,,,,CAMPEP_0190416750-CAMNT_0034171817,42,,,Oxyrrhis marina LB1974,-311155,Eukaryota,Dinophyta,43183874,207602,0.977,2,2,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Oxyrrhinaceae;Oxyrrhis;Oxyrrhis marina,,,,,,,NA,0
contig_1226632_1_1126_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981068612,0,0,0,0,0,0,0,0,2.150913767,0,0,0,0,0,0,0,1612,1126,pti:PHATRDRAFT_54465,ISIP2A; iron starvation induced protein,,,,,,,B7FYL2,,,,,CAMPEP_0189001852-CAMNT_0032504121,47,PF07692.6: Low iron-inducible periplasmic protein PF05369.7:  Monomethylamine methyltransferase MtmB,,Karenia brevis CCMP2229,-311225,Eukaryota,Dinophyta,43183874,207602,0.9724,5,4,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis SP1,,,,,,,NA,0
contig_1226632_1225_1611_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91147018,0,0,3.129107108,0,0,0,0,0,0,0,1612,387,pti:PHATRDRAFT_54465,ISIP2A; iron starvation induced protein,,,,,,,B7FYL2,,,,,CAMPEP_0189492654-CAMNT_0033129787,59,PF07692.6: Low iron-inducible periplasmic protein,,Karenia brevis Wilson,-311228,Eukaryota,Dinophyta,43183874,207602,0.9693,3,3,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis CCMP2229,,,,,,,NA,0
contig_1226821_1036_1670_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934575903,0,0,0,1.131909473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671,635,,,,,,,,,,,,,,CAMPEP_0197703852-CAMNT_0043287751,37,,,Pelagodinium beii,43686,Eukaryota,Dinophyta,43183874,207602,1,4,1,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Suessiales;Pelagodinium;Pelagodinium beii,,,,,,,NA,4
contig_1227960_1_1045_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354263559,0,0,0,0,0,0,0,0,0,0,0,1445,1045,,,,,,,,,,,,,,CAMPEP_0200824844-CAMNT_0046990643,85,TIGR01235: pyruv_carbox: pyruvate carboxylase PF02436.13:  Conserved carboxylase domain PF00682.14:  HMGL-like,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.9596,7,5,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis CCMP2229,_GAP_||PF02436||_GAP_,_GAP_||Conserved carboxylase domain||_GAP_,,,,,NA,0
contig_1229385_1_1668_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215745289,0,0,0,0,0,0,0,0,0,0,0,0,1669,1668,,,,,,,,,,,,,,CAMPEP_0200846404-CAMNT_0047019755,43,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.9836,6,2,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
